,district,return_item,total_returns,0-30,30-75,75-150,150-500,500-inf,state,state_fips
34876,17,Contribution Ret.,60242,4975,18064,25907,10574,514,PA,42
34877,17,Contribution Amt.,179349157,7839512,36792012,65237089,45258664,7439666,PA,42
34878,17,Prem. Tax Credit Ret.,11112,7670,2958,0,0,0,PA,42
34879,17,Prem. Tax Credit Ret.,33832846,23288245,8542803,0,0,0,PA,42
34880,17,Adv. Prem. Tax Credit Ret.,12639,7884,3888,412,38,0,PA,42
34881,17,Adv. Prem. Tax Credit Amt.,36532745,22742031,10995499,1098773,104184,0,PA,42
34882,17,F 8888 - Refund Alloc. Ret.,57,0,25,0,0,0,PA,42
34883,17,F 8888 - Refund Alloc. Amt.,33600,0,10300,0,0,0,PA,42
34884,18,Return Count,362069,134721,108514,80960,31200,3261,PA,42
34885,18,Form 1040EZ,47645,34685,11282,1571,0,0,PA,42
34886,18,Form 1040A,67111,34168,25009,7380,0,0,PA,42
34887,18,Form 1040,246933,65678,72137,71970,31170,3254,PA,42
34888,18,Joint Returns,153019,17753,39695,63945,27830,2876,PA,42
34889,18,Single Returns,176205,102990,54905,13166,2583,292,PA,42
34890,18,Paid Preparer Returns,190039,64862,55807,44520,19890,2856,PA,42
34891,18,Returns with Exemptions,324471,102219,108186,80935,30068,0,PA,42
34892,18,Total Exemption Amt.,2557028060,592276000,775920000,833519900,336900160,0,PA,42
34893,18,Wages Ret.,292295,99109,90563,70896,28189,2832,PA,42
34894,18,Wages Amt.,18313754650,1242421777,4034060557,6361230311,5021269909,1632413323,PA,42
34895,18,Taxable Interest Ret.,131178,30389,35274,40082,21384,3025,PA,42
34896,18,Taxable Interest Amt.,164254679,18476645,28002821,38382191,35850225,41106448,PA,42
34897,18,Tax Exempt Interest Ret.,18787,2287,3893,5618,5233,1571,PA,42
34898,18,Tax Exempt Interest Amt.,149888047,6010292,17500096,28059980,45873840,50239677,PA,42
34899,18,Taxable Dividends Ret.,96975,21551,23961,29235,18454,2824,PA,42
34900,18,Taxable Dividend Amt.,549336982,32134452,64340103,113680398,168885310,165131795,PA,42
34901,18,State Refund Ret.,37730,1229,7481,17357,10203,1381,PA,42
34902,18,State Refund Amt.,24127660,355797,1849843,5063821,5999532,10617691,PA,42
34903,18,Schedule C Prof./Loss Ret.,44570,11502,11842,12842,6422,926,PA,42
34904,18,Schedule C Prof./Loss Amt.,813009411,79980002,134220387,203526373,290718091,112156749,PA,42
34905,18,Capital Gain/Loss Ret.,77473,15754,17901,23195,16609,2817,PA,42
34906,18,Capital Gain/Loss Amt.,1990740415,17953363,55545270,130830726,283464688,1493033187,PA,42
34907,18,Taxable IRA Dist. Ret.,53368,15700,16363,14639,5737,606,PA,42
34908,18,Taxable IRA Dist. Amt.,872850229,93600129,198805741,315447149,225931878,34943555,PA,42
34909,18,Taxable Pension Ret.,90474,28797,28291,24316,7961,695,PA,42
34910,18,Taxable Pension Amt.,1884964200,253985094,539589074,720851007,336662870,29319555,PA,42
34911,18,Farm Prof./Loss Ret.,2037,351,511,578,404,75,PA,42
34912,18,Farm Prof./Loss Amt.,-36545153,-3828395,-7445204,-7657608,-8196538,-4634898,PA,42
34913,18,Unemployment Comp. Ret.,24311,6595,9840,6582,1235,0,PA,42
34914,18,Unemployment Comp. Amt.,124458821,25437489,53691301,37604906,7378144,0,PA,42
34915,18,Tax. Soc. Sec. Ret.,64835,12505,26555,19443,5681,632,PA,42
34916,18,Tax. Soc. Sec. Amt.,950938696,31173894,317326114,435940158,148430289,17907499,PA,42
34917,18,Student Interest Ded. Ret.,42828,8097,17856,15726,985,0,PA,42
34918,18,Student Interest Ded. Amt.,49857075,8929005,21493185,19011892,228134,0,PA,42
34919,18,S.E. Health Ded. Ret.,11522,2316,2863,2767,2578,769,PA,42
34920,18,S.E. Health Ded. Amt.,76332958,7403961,14228635,18975449,24985507,9672292,PA,42
34921,18,Keogh Pay. Ret.,2593,44,255,707,1233,337,PA,42
34922,18,Keogh Pay. Amt.,54549382,215811,2331786,8960262,28481366,14409896,PA,42
34923,18,Alimony Paid Ret.,1095,399,500,147,43,0,PA,42
34924,18,Alimony Paid Amt.,20867851,3594615,7893220,5315010,3939591,0,PA,42
34925,18,Adjustments Ret.,94022,19541,30819,30490,10759,1701,PA,42
34926,18,Adjustments Amt.,372948715,32561592,73754405,96603623,96843884,70282632,PA,42
34927,18,Total Itemized Ded. Ret.,109705,7387,25766,44753,28059,3123,PA,42
34928,18,Total Itemized Ded. Amt.,2666207843,144841051,397806454,874820556,849007741,378850032,PA,42
34929,18,Child Tax Credit Ret.,46632,3719,18831,23484,586,0,PA,42
34930,18,Child Tax Credit Amt.,62395870,1790415,25055840,35128729,412900,0,PA,42
34931,18,Child Care Cred. Ret.,11419,684,2447,5386,2765,137,PA,42
34932,18,Child Care Cred. Amt.,5996685,280257,1216591,2924496,1492288,83053,PA,42
34933,18,Ed Credit Ret.,21618,3963,7110,8917,1556,0,PA,42
34934,18,Ed. Credit Amt.,28177108,2798205,9270526,14063941,2022116,0,PA,42
34935,18,For. Tax Credit Ret.,26206,1640,5840,8877,7944,1905,PA,42
34936,18,For. Tax Credit Amt.,13407160,52189,368784,1023126,4852719,7110342,PA,42
34937,18,Gen. Bus. Cred. Ret.,886,0,92,224,290,259,PA,42
34938,18,Gen. Bus. Cred. Amt.,7046407,0,126543,613463,1119372,5177072,PA,42
34939,18,Total Stat. Credit Ret.,107670,17378,35727,39223,13171,2157,PA,42
34940,18,Total Stat. Credit Amt.,125759945,6395925,38711358,55793142,11101438,13749310,PA,42
34941,18,S.E. Tax  Ret.,35632,9596,9149,9844,5644,1058,PA,42
34942,18,S.E. Tax  Amt.,122564057,13485785,24194453,34624747,36815180,12762322,PA,42
34943,18,Add. Tax Retir. Plan,13849,2031,4694,5061,1923,98,PA,42
34944,18,Tax Retir. Plan Amt.,15529309,639953,3164804,6188502,5059185,423341,PA,42
34945,18,Hlth. 12 mnth. Cvg. Count,302184,91355,98162,76715,30237,3195,PA,42
34946,18,Hlth. Shrd. Resp. Pay. Ret.,10196,5445,4016,619,104,0,PA,42
34947,18,Hlth. Shrd. Resp. Pay. Amt.,4233189,1461014,1856612,634826,241184,0,PA,42
34948,18,Income Tax Ret.,287577,65274,107053,80755,31177,3260,PA,42
34949,18,Income Tax Amt.,4059587932,58067525,471798149,990359365,1268883914,1269560306,PA,42
34950,18,Total Tax Ret.,284595,65965,103119,80616,31181,3261,PA,42
34951,18,Total Tax Amt.,4166970222,67446212,462855054,976822251,1314746209,1343343928,PA,42
34952,18,Withholding Ret.,329070,112040,104298,78902,29925,2959,PA,42
34953,18,Withholding Amt.,3330969731,139649732,591970388,1038497299,1041199356,516013961,PA,42
34954,18,Alt. Min. Ret.,11333,0,48,452,9832,975,PA,42
34955,18,Alt. Min. Tax Amt.,56812980,0,89270,920548,37717010,17118734,PA,42
34956,18,Est. Tax Pay. Ret.,31127,3426,7306,9900,8131,2096,PA,42
34957,18,Est. Tax Pay. Amt.,915506818,8337865,33862359,89518572,247370815,532456248,PA,42
34958,18,EITC Ret.,35176,27497,7425,0,0,0,PA,42
34959,18,EITC Amt.,67218656,55632482,11354201,0,0,0,PA,42
34960,18,Total Payments Ret.,341973,118673,106921,80552,31058,3241,PA,42
34961,18,Total Payments Amt.,4688555714,224922623,653009460,1141257432,1318096754,1342623212,PA,42
34962,18,Refund Ret.,282982,111943,90209,60280,17560,1560,PA,42
34963,18,Refund Amt.,-887353398,-165663750,-220785898,-227644478,-130059780,-135715539,PA,42
34964,18,Balance Due Ret.,64524,10491,17941,20577,13586,1689,PA,42
34965,18,Balance Due Amt.,369142721,8468296,32004056,63660098,127282085,137275323,PA,42
34966,18,Med./Dent. Exp. Ret.,17006,5033,6416,4351,767,0,PA,42
34967,18,Med./Dent. Exp. Amt.,216595814,81277320,66411293,47956532,16152755,0,PA,42
34968,18,State and Loc. Tax Ret.,109718,7394,25770,44755,28059,3123,PA,42
34969,18,State and Loc. Tax Amt.,730298078,7922080,56910256,202474890,273090863,186578366,PA,42
34970,18,Real Estate Tax Ret.,101429,5548,22583,42580,27168,3040,PA,42
34971,18,Real Estate Tax Amt.,526716448,20350215,78376143,191839152,187677709,44487121,PA,42
34972,18,Taxes Paid Ret.,109342,7182,25672,44724,28050,3123,PA,42
34973,18,Taxes Paid Amt.,1267550273,28015764,137037808,398207347,463921317,232991149,PA,42
34974,18,Interest Paid Ret.,84734,3531,18627,37539,22668,1996,PA,42
34975,18,Interest Paid Amt.,548767880,15992219,96494911,230098398,177848930,25310356,PA,42
34976,18,Total Interest Paid Ret.,86823,3674,19103,38230,23185,2233,PA,42
34977,18,Total Interest Paid Amt.,585809581,17009861,104401672,240013045,183572109,36875928,PA,42
34978,18,Contribution Ret.,90974,5118,19075,38045,25726,2999,PA,42
34979,18,Contribution Amt.,442419669,9386123,44328432,112585582,129762427,146332068,PA,42
34980,18,Prem. Tax Credit Ret.,8783,6369,2058,0,0,0,PA,42
34981,18,Prem. Tax Credit Ret.,19712088,14094257,4361321,0,0,0,PA,42
34982,18,Adv. Prem. Tax Credit Ret.,10735,6719,3190,441,35,0,PA,42
34983,18,Adv. Prem. Tax Credit Amt.,21839974,13604578,6299368,824756,64041,0,PA,42
34984,18,F 8888 - Refund Alloc. Ret.,77,12,31,0,0,0,PA,42
34985,18,F 8888 - Refund Alloc. Amt.,49550,2000,13900,0,0,0,PA,42
34986,1,Return Count,263597,111517,83427,46278,17670,1760,RI,44
34987,1,Form 1040EZ,35590,25686,8995,848,0,0,RI,44
34988,1,Form 1040A,46919,26913,17006,2564,0,0,RI,44
34989,1,Form 1040,180018,58237,57294,42839,17640,1753,RI,44
34990,1,Joint Returns,83039,10879,22856,32008,15087,1527,RI,44
34991,1,Single Returns,139523,79533,45217,10615,1957,170,RI,44
34992,1,Paid Preparer Returns,162217,64632,50925,30577,12598,1606,RI,44
34993,1,Returns with Exemptions,241228,91982,83219,46261,17024,0,RI,44
34994,1,Total Exemption Amt.,1808554960,585004000,586808000,442424000,178690960,0,RI,44
34995,1,Wages Ret.,223331,90509,73451,41184,15946,1545,RI,44
34996,1,Wages Amt.,12068734953,1280789425,3312888558,3705475836,2804734688,946860926,RI,44
34997,1,Taxable Interest Ret.,79821,17369,23895,23650,12367,1641,RI,44
34998,1,Taxable Interest Amt.,141170173,10541126,18983181,24994555,27534782,55858174,RI,44
34999,1,Tax Exempt Interest Ret.,9577,1000,1887,2751,2950,842,RI,44
35000,1,Tax Exempt Interest Amt.,83576110,2910515,7953524,14330835,27778404,27466787,RI,44
35001,1,Taxable Dividends Ret.,49840,9488,12942,15256,9965,1498,RI,44
35002,1,Taxable Dividend Amt.,384863330,17379444,37915749,67936659,119856439,135865441,RI,44
35003,1,State Refund Ret.,54552,3275,16843,24528,8986,792,RI,44
35004,1,State Refund Amt.,52317979,1612330,9884836,18984398,10075313,11486536,RI,44
35005,1,Schedule C Prof./Loss Ret.,35639,12781,9304,7860,4376,540,RI,44
35006,1,Schedule C Prof./Loss Amt.,579445633,101310664,109428445,128342283,172771693,73431219,RI,44
35007,1,Capital Gain/Loss Ret.,40303,6997,9829,11976,9064,1517,RI,44
35008,1,Capital Gain/Loss Amt.,882319342,8528116,30086620,72390672,182185810,577988311,RI,44
35009,1,Taxable IRA Dist. Ret.,25730,7171,7897,6967,3159,284,RI,44
35010,1,Taxable IRA Dist. Amt.,408592026,43387636,88465186,132410330,121230885,20471321,RI,44
35011,1,Taxable Pension Ret.,46879,13598,15377,12496,4716,345,RI,44
35012,1,Taxable Pension Amt.,1116019438,122347024,322201884,424317318,225584168,18374750,RI,44
35013,1,Farm Prof./Loss Ret.,244,45,69,70,38,0,RI,44
35014,1,Farm Prof./Loss Amt.,-1293421,-82278,-147968,-74452,-589535,0,RI,44
35015,1,Unemployment Comp. Ret.,18599,7511,6486,3773,751,0,RI,44
35016,1,Unemployment Comp. Amt.,81962278,25556202,31651357,19941784,4411487,0,RI,44
35017,1,Tax. Soc. Sec. Ret.,34175,6111,14173,10103,3432,338,RI,44
35018,1,Tax. Soc. Sec. Amt.,485211810,14992436,161992843,209645353,88710663,9711591,RI,44
35019,1,Student Interest Ded. Ret.,25062,5746,12044,6707,420,0,RI,44
35020,1,Student Interest Ded. Amt.,27638958,5674458,14017914,7667524,95213,0,RI,44
35021,1,S.E. Health Ded. Ret.,6533,1181,1630,1576,1530,486,RI,44
35022,1,S.E. Health Ded. Amt.,52846676,4091589,8800946,12794959,18504439,7818895,RI,44
35023,1,Keogh Pay. Ret.,2068,75,262,548,928,242,RI,44
35024,1,Keogh Pay. Amt.,40833170,509590,2317173,7463647,21145886,9276088,RI,44
35025,1,Alimony Paid Ret.,730,384,225,91,11,0,RI,44
35026,1,Alimony Paid Amt.,16967287,4104447,4886552,3678551,640078,0,RI,44
35027,1,Adjustments Ret.,66279,18634,22694,16421,6847,1026,RI,44
35028,1,Adjustments Amt.,241875262,25520789,49118188,56540051,66269755,41947007,RI,44
35029,1,Total Itemized Ded. Ret.,83617,7347,24753,32241,16792,1725,RI,44
35030,1,Total Itemized Ded. Amt.,2110509365,109423555,405787153,686368858,592257924,298793359,RI,44
35031,1,Child Tax Credit Ret.,35360,6381,16956,11756,217,0,RI,44
35032,1,Child Tax Credit Amt.,40589835,2967018,20818858,16629444,152600,0,RI,44
35033,1,Child Care Cred. Ret.,10073,1225,3151,3677,1911,86,RI,44
35034,1,Child Care Cred. Amt.,5478719,485060,1735633,2105236,1083054,56982,RI,44
35035,1,Ed Credit Ret.,16958,4965,6512,4568,823,0,RI,44
35036,1,Ed. Credit Amt.,18776322,3411742,7520862,6781137,1032187,0,RI,44
35037,1,For. Tax Credit Ret.,14613,840,3287,4806,4438,1052,RI,44
35038,1,For. Tax Credit Amt.,14925965,41803,254648,691040,3118075,10810982,RI,44
35039,1,Gen. Bus. Cred. Ret.,661,11,89,174,217,165,RI,44
35040,1,Gen. Bus. Cred. Amt.,6642496,8585,189966,590008,1516453,4306754,RI,44
35041,1,Total Stat. Credit Ret.,77941,18944,29325,20715,7722,1220,RI,44
35042,1,Total Stat. Credit Amt.,93793743,8222366,32792198,28577289,8095109,16063049,RI,44
35043,1,S.E. Tax  Ret.,30108,11363,7398,6339,4000,693,RI,44
35044,1,S.E. Tax  Amt.,87420558,15890640,18669664,20966323,23103972,8189444,RI,44
35045,1,Add. Tax Retir. Plan,8844,1607,3312,2764,1068,58,RI,44
35046,1,Tax Retir. Plan Amt.,9512293,550468,2442050,3656383,2632577,173193,RI,44
35047,1,Hlth. 12 mnth. Cvg. Count,221768,81751,74753,44149,17172,1721,RI,44
35048,1,Hlth. Shrd. Resp. Pay. Ret.,10841,5723,4507,521,83,0,RI,44
35049,1,Hlth. Shrd. Resp. Pay. Amt.,4466858,1528273,2134383,561285,207619,0,RI,44
35050,1,Income Tax Ret.,206379,58586,82239,46076,17642,1759,RI,44
35051,1,Income Tax Amt.,2337017969,51841214,356469666,564638469,697828540,666095325,RI,44
35052,1,Total Tax Ret.,202157,58319,78026,45977,17649,1759,RI,44
35053,1,Total Tax Amt.,2381917466,61855978,347632525,561841629,723726086,686061076,RI,44
35054,1,Withholding Ret.,240828,95970,80413,45030,16881,1594,RI,44
35055,1,Withholding Amt.,2055034405,125514547,454645946,601063166,576780929,294583478,RI,44
35056,1,Alt. Min. Ret.,7791,0,29,520,6472,749,RI,44
35057,1,Alt. Min. Tax Amt.,53350347,0,30140,899613,32262394,20009842,RI,44
35058,1,Est. Tax Pay. Ret.,16601,2056,3989,4830,4445,1130,RI,44
35059,1,Est. Tax Pay. Amt.,467443228,5100522,17946666,41001515,129262869,272871506,RI,44
35060,1,EITC Ret.,44713,36169,8269,0,0,0,RI,44
35061,1,EITC Amt.,103217990,90323072,12644027,0,0,0,RI,44
35062,1,Total Payments Ret.,251756,102823,82257,45974,17586,1751,RI,44
35063,1,Total Payments Amt.,2826335941,253887025,499594508,650136997,730760881,687293772,RI,44
35064,1,Refund Ret.,212032,96602,69427,33954,9906,886,RI,44
35065,1,Refund Amt.,-671593654,-199540577,-177356112,-127103042,-76822286,-86567254,RI,44
35066,1,Balance Due Ret.,43879,9059,13739,12239,7717,872,RI,44
35067,1,Balance Due Amt.,229867925,8337094,25721387,39056566,70321091,86091215,RI,44
35068,1,Med./Dent. Exp. Ret.,12568,3675,4918,2900,587,0,RI,44
35069,1,Med./Dent. Exp. Amt.,135090675,34550958,49795772,32712569,13160488,0,RI,44
35070,1,State and Loc. Tax Ret.,83630,7349,24757,32241,16792,1725,RI,44
35071,1,State and Loc. Tax Amt.,607040139,10220156,60061688,157130490,202845408,174869683,RI,44
35072,1,Real Estate Tax Ret.,75103,5365,21238,30272,15966,1680,RI,44
35073,1,Real Estate Tax Amt.,409504367,22080669,84839739,146010621,119765650,32132082,RI,44
35074,1,Taxes Paid Ret.,83419,7223,24708,32232,16790,1725,RI,44
35075,1,Taxes Paid Amt.,1072811428,34477783,156836984,326332266,337938912,210304179,RI,44
35076,1,Interest Paid Ret.,64257,3969,18353,26818,13495,1172,RI,44
35077,1,Interest Paid Amt.,490018084,22622525,110777359,200688951,132334029,19482123,RI,44
35078,1,Total Interest Paid Ret.,66011,4117,18817,27346,13919,1334,RI,44
35079,1,Total Interest Paid Amt.,528223747,24290880,120439331,209598021,137320831,31716674,RI,44
35080,1,Contribution Ret.,68390,4490,18866,27789,15566,1132,RI,44
35081,1,Contribution Amt.,244561189,6545801,34751907,63302221,67561744,17477064,RI,44
35082,1,Prem. Tax Credit Ret.,10107,6499,3279,0,0,0,RI,44
35083,1,Prem. Tax Credit Ret.,27360096,17373983,8721830,0,0,0,RI,44
35084,1,Adv. Prem. Tax Credit Ret.,11717,6535,4371,529,33,0,RI,44
35085,1,Adv. Prem. Tax Credit Amt.,33058318,17874706,12476067,1499893,120679,0,RI,44
35086,1,F 8888 - Refund Alloc. Ret.,39,0,0,0,0,0,RI,44
35087,1,F 8888 - Refund Alloc. Amt.,38518,0,0,0,0,0,RI,44
35088,2,Return Count,253229,105563,77588,48632,17438,1455,RI,44
35089,2,Form 1040EZ,35220,26316,8123,738,0,0,RI,44
35090,2,Form 1040A,41467,23902,14752,2412,0,0,RI,44
35091,2,Form 1040,176168,55157,54649,45457,17411,1442,RI,44
35092,2,Joint Returns,85113,10711,22467,34988,15087,1220,RI,44
35093,2,Single Returns,132696,77339,41650,10065,1736,182,RI,44
35094,2,Paid Preparer Returns,152719,59738,46091,31579,12282,1328,RI,44
35095,2,Returns with Exemptions,230150,84875,77389,48613,16882,0,RI,44
35096,2,Total Exemption Amt.,1750953870,533435950,549524000,472548000,181501920,0,RI,44
35097,2,Wages Ret.,212977,84954,67243,42977,15898,1283,RI,44
35098,2,Wages Amt.,11551242498,1175191142,3032701772,3846491107,2744632173,736031428,RI,44
35099,2,Taxable Interest Ret.,76068,16297,22165,23822,11618,1377,RI,44
35100,2,Taxable Interest Amt.,134057281,11051536,19531295,25925816,30741719,44450656,RI,44
35101,2,Tax Exempt Interest Ret.,9088,1100,1940,2761,2501,659,RI,44
35102,2,Tax Exempt Interest Amt.,72986808,3139925,8612927,13126014,22414865,23808096,RI,44
35103,2,Taxable Dividends Ret.,50335,9616,13061,16213,9611,1226,RI,44
35104,2,Taxable Dividend Amt.,301289623,16171359,36346089,62405651,86727851,96430423,RI,44
35105,2,State Refund Ret.,58232,3285,17919,27102,9168,651,RI,44
35106,2,State Refund Amt.,54516921,1595465,10886502,22123528,10285159,9350232,RI,44
35107,2,Schedule C Prof./Loss Ret.,35612,12942,9215,8398,3937,373,RI,44
35108,2,Schedule C Prof./Loss Amt.,574869638,105840281,111597090,134426987,150581361,73790516,RI,44
35109,2,Capital Gain/Loss Ret.,40442,7282,9918,12625,8564,1251,RI,44
35110,2,Capital Gain/Loss Amt.,614623010,6534228,27812320,67175173,154722979,353009907,RI,44
35111,2,Taxable IRA Dist. Ret.,26757,7080,8145,7933,3130,248,RI,44
35112,2,Taxable IRA Dist. Amt.,407531909,43999066,90066950,150751640,109866916,10778080,RI,44
35113,2,Taxable Pension Ret.,48021,12977,15558,14114,4828,280,RI,44
35114,2,Taxable Pension Amt.,1195636035,122636272,335031215,483596245,237500145,13925602,RI,44
35115,2,Farm Prof./Loss Ret.,460,93,132,134,65,0,RI,44
35116,2,Farm Prof./Loss Amt.,-1731470,136565,-723096,-489031,-166049,0,RI,44
35117,2,Unemployment Comp. Ret.,18282,7121,6363,3949,779,0,RI,44
35118,2,Unemployment Comp. Amt.,78557566,23308150,30366404,20092584,4436055,0,RI,44
35119,2,Tax. Soc. Sec. Ret.,36258,6259,14745,11612,3352,277,RI,44
35120,2,Tax. Soc. Sec. Amt.,531048178,15956168,173128334,248638603,85336698,7887108,RI,44
35121,2,Student Interest Ded. Ret.,23768,5367,10772,7018,489,0,RI,44
35122,2,Student Interest Ded. Amt.,25856534,5434921,12353941,7827175,106062,0,RI,44
35123,2,S.E. Health Ded. Ret.,6828,1158,1750,1709,1620,453,RI,44
35124,2,S.E. Health Ded. Amt.,56822162,3971556,9993629,14493035,20343780,7075894,RI,44
35125,2,Keogh Pay. Ret.,1887,56,267,556,803,182,RI,44
35126,2,Keogh Pay. Amt.,35732285,389632,2615366,6862079,18277119,7360214,RI,44
35127,2,Alimony Paid Ret.,539,197,234,84,11,0,RI,44
35128,2,Alimony Paid Amt.,11882682,1836651,4535849,3657028,858166,0,RI,44
35129,2,Adjustments Ret.,64992,18028,21277,17504,6716,873,RI,44
35130,2,Adjustments Amt.,233316288,24292235,49783647,59293925,64807669,32393143,RI,44
35131,2,Total Itemized Ded. Ret.,88325,7495,26263,35717,16735,1428,RI,44
35132,2,Total Itemized Ded. Amt.,2096684898,116039729,428460634,767089374,567289598,199610660,RI,44
35133,2,Child Tax Credit Ret.,33595,5538,15460,12321,240,0,RI,44
35134,2,Child Tax Credit Amt.,39216773,2519253,19124858,17386558,170500,0,RI,44
35135,2,Child Care Cred. Ret.,8844,944,2663,3562,1615,47,RI,44
35136,2,Child Care Cred. Amt.,4902296,398818,1497901,2054116,912492,28394,RI,44
35137,2,Ed Credit Ret.,16529,4571,5970,5019,908,0,RI,44
35138,2,Ed. Credit Amt.,18940154,3132522,7050788,7598595,1144367,0,RI,44
35139,2,For. Tax Credit Ret.,13540,779,3183,4709,3878,833,RI,44
35140,2,For. Tax Credit Amt.,10973836,28816,217763,600624,2379559,7740991,RI,44
35141,2,Gen. Bus. Cred. Ret.,650,14,93,169,227,142,RI,44
35142,2,Gen. Bus. Cred. Amt.,8485886,12064,184287,618223,1767705,5902110,RI,44
35143,2,Total Stat. Credit Ret.,74188,17056,27445,21619,7071,982,RI,44
35144,2,Total Stat. Credit Amt.,88428277,7274219,30398174,30052265,7615997,13080709,RI,44
35145,2,S.E. Tax  Ret.,29625,11419,7173,6745,3494,497,RI,44
35146,2,S.E. Tax  Amt.,85081126,16464103,18990475,21824146,20342067,6782513,RI,44
35147,2,Add. Tax Retir. Plan,8667,1551,3043,2917,1081,47,RI,44
35148,2,Tax Retir. Plan Amt.,9857331,581313,2201957,3882625,3092589,51444,RI,44
35149,2,Hlth. 12 mnth. Cvg. Count,213040,76508,69754,46324,17011,1430,RI,44
35150,2,Hlth. Shrd. Resp. Pay. Ret.,9948,5338,4022,521,61,0,RI,44
35151,2,Hlth. Shrd. Resp. Pay. Amt.,4038950,1413788,1906708,550813,151960,0,RI,44
35152,2,Income Tax Ret.,199359,55463,76530,48424,17416,1454,RI,44
35153,2,Income Tax Amt.,2152858989,48129114,331414063,588645740,668017892,516614694,RI,44
35154,2,Total Tax Ret.,196513,56337,72569,48334,17417,1455,RI,44
35155,2,Total Tax Amt.,2190704643,59510770,324602550,585643839,690350003,529621767,RI,44
35156,2,Withholding Ret.,231250,90243,74710,47450,16767,1316,RI,44
35157,2,Withholding Amt.,1950715957,114996082,421585509,624178198,558981229,228825301,RI,44
35158,2,Alt. Min. Ret.,7178,0,22,495,6048,595,RI,44
35159,2,Alt. Min. Tax Amt.,42794575,0,46057,967052,28126351,13607806,RI,44
35160,2,Est. Tax Pay. Ret.,16315,2032,4101,5147,3992,898,RI,44
35161,2,Est. Tax Pay. Amt.,413388261,4829854,18549138,43224323,109114981,235765830,RI,44
35162,2,EITC Ret.,39897,32361,7264,0,0,0,RI,44
35163,2,EITC Amt.,90088622,78463115,11338164,0,0,0,RI,44
35164,2,Total Payments Ret.,241990,97205,76483,48317,17361,1452,RI,44
35165,2,Total Payments Amt.,2618113802,227183060,465395923,676265101,688943890,555182589,RI,44
35166,2,Refund Ret.,202108,90942,64248,35388,9735,731,RI,44
35167,2,Refund Amt.,-626388781,-175258942,-164959584,-131457891,-66738118,-83520178,RI,44
35168,2,Balance Due Ret.,44009,9164,13078,13159,7658,715,RI,44
35169,2,Balance Due Amt.,201621672,8367636,24834148,41206013,68595115,58327650,RI,44
35170,2,Med./Dent. Exp. Ret.,13335,3929,5180,3245,495,0,RI,44
35171,2,Med./Dent. Exp. Amt.,131433316,36470152,45763420,34749145,9669608,0,RI,44
35172,2,State and Loc. Tax Ret.,88338,7502,26265,35718,16736,1428,RI,44
35173,2,State and Loc. Tax Amt.,552594940,6997000,61651981,171699409,193550219,115164904,RI,44
35174,2,Real Estate Tax Ret.,81731,5978,23596,34061,16125,1375,RI,44
35175,2,Real Estate Tax Amt.,446491904,26179800,96787703,175347850,119341968,24481397,RI,44
35176,2,Taxes Paid Ret.,88161,7394,26237,35708,16731,1428,RI,44
35177,2,Taxes Paid Amt.,1059029978,35783264,171695910,372604824,327916153,142849561,RI,44
35178,2,Interest Paid Ret.,70433,4496,20376,30376,13787,946,RI,44
35179,2,Interest Paid Amt.,525784335,25539494,124909738,225989301,130742819,14538231,RI,44
35180,2,Total Interest Paid Ret.,72129,4654,20845,30921,14148,1082,RI,44
35181,2,Total Interest Paid Amt.,564072418,27633326,135921921,235779769,136246802,24149509,RI,44
35182,2,Contribution Ret.,73457,4934,20358,31267,15519,953,RI,44
35183,2,Contribution Amt.,214061715,6396469,35052634,68650537,60783538,11808471,RI,44
35184,2,Prem. Tax Credit Ret.,10172,6521,3321,0,0,0,RI,44
35185,2,Prem. Tax Credit Ret.,27644390,17457488,8880486,0,0,0,RI,44
35186,2,Adv. Prem. Tax Credit Ret.,11827,6578,4406,560,36,0,RI,44
35187,2,Adv. Prem. Tax Credit Amt.,33336337,17851287,12620640,1702299,119417,0,RI,44
35188,2,F 8888 - Refund Alloc. Ret.,44,0,0,0,0,0,RI,44
35189,2,F 8888 - Refund Alloc. Amt.,30500,0,0,0,0,0,RI,44
35190,1,Return Count,345528,133777,108344,67254,27665,3687,SC,45
35191,1,Form 1040EZ,40510,31027,8719,690,0,0,SC,45
35192,1,Form 1040A,63908,35972,23549,3781,0,0,SC,45
35193,1,Form 1040,240459,66521,75945,62708,27603,3665,SC,45
35194,1,Joint Returns,134889,15575,38624,51674,24164,3261,SC,45
35195,1,Single Returns,155364,88989,48727,11805,2725,331,SC,45
35196,1,Paid Preparer Returns,178996,61763,53828,37499,19314,3399,SC,45
35197,1,Returns with Exemptions,318533,112152,108127,67241,26473,0,SC,45
35198,1,Total Exemption Amt.,2554451950,749375950,843007600,666044000,267028400,0,SC,45
35199,1,Wages Ret.,279530,107241,90730,54844,22557,2905,SC,45
35200,1,Wages Amt.,15786423766,1585062157,3999531051,4698551166,3696800093,1762846921,SC,45
35201,1,Taxable Interest Ret.,91538,15255,24587,28594,18155,3390,SC,45
35202,1,Taxable Interest Amt.,195688730,9900860,21208944,33798374,53021666,71217290,SC,45
35203,1,Tax Exempt Interest Ret.,18560,1780,3581,5662,5532,1653,SC,45
35204,1,Tax Exempt Interest Amt.,232149158,6311192,20559918,45390435,72260363,84061738,SC,45
